participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
3I6EY,bbs,27,gamma,-2.744054541169511,27.132146753434263,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,28,gamma,-2.893317846112698,26.317645449092595,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,29,gamma,-3.086248913124038,25.30157138594734,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,30,gamma,-3.687879682311003,24.858086241615425,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,31,gamma,-4.2819269517632925,24.922306528259213,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,32,gamma,-4.146776418620384,24.757004275215493,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,33,gamma,-3.561690332496081,24.394877690485323,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,34,gamma,-3.2118902715964808,24.49218114331787,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,35,gamma,-3.2780633877029715,25.16449817736116,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,36,gamma,-3.6200344110684597,26.047245795399952,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,37,gamma,-3.9846004407137805,26.78450405032445,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,38,gamma,-4.108789331254233,27.23242470763271,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,39,gamma,-4.008976775553439,27.451523210423428,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,40,gamma,-3.9519608661055443,27.50643717187372,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,41,gamma,-4.05877748492566,27.351567970821154,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,42,gamma,-4.250007805030165,27.091693479897422,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,43,gamma,-4.383026697759156,26.895881570198682,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,44,gamma,-4.370164099408857,26.745141365303056,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,45,gamma,-4.268453568357103,26.391274727931954,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,46,gamma,-4.227211443059467,25.78296566773187,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,47,gamma,-4.254544540832509,25.048577173473838,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,48,gamma,-4.22651492538715,24.408922309050162,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,49,gamma,-4.075005859569757,24.017984481029107,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,50,gamma,-3.867963466270851,23.777529650107915,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,51,gamma,-3.7112625343198538,23.548020579604106,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,52,gamma,-3.6542929576178445,23.51450454639344,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,53,gamma,-3.670635180282815,23.94597307379881,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,54,gamma,-3.6561876123056685,24.587556910676682,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,55,gamma,-3.4658078985256893,24.962564033082828,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,56,gamma,-3.0020451451012455,24.827181442741463,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,57,gamma,-2.2196905211749396,24.174539095613653,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,58,gamma,-1.2925425054366393,23.20768594531596,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,bbs,59,gamma,-0.22820340019426322,6.424247206768536,1.7125,8.884374999999999,3.19375,LN,HP,LNP
3I6EY,jbg,0,gamma,0.7372658164810453,28.297123602255766,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,1,gamma,0.7748602753270966,26.984306369315682,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,2,gamma,0.8708357156894486,26.002170903211965,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,3,gamma,0.9009368724142064,26.545833805802065,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,4,gamma,0.7803436838178293,28.092806054461555,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,5,gamma,0.6031317822083331,28.84320831832281,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,6,gamma,0.5241821489813958,27.93079598675555,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,7,gamma,0.5567165995898193,26.214089191997587,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,8,gamma,0.6411606168678077,24.729582885929087,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,9,gamma,0.6307994256996459,24.028139192984565,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,10,gamma,0.2283978772442019,24.272212785373164,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,11,gamma,-0.5997404469404444,24.886230490622225,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,12,gamma,-1.3929372820546213,25.398127914436756,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,13,gamma,-1.973298383464254,26.34941331242043,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,14,gamma,-2.3549130513738064,28.32116996740229,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,15,gamma,-2.388904746045128,30.94158972897752,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,16,gamma,-2.1145045891894796,32.60128315901473,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,17,gamma,-1.8466405247987225,32.86575048841601,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,18,gamma,-1.733713848631485,32.55006042238537,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,19,gamma,-1.723713271254642,32.252978277390525,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,20,gamma,-1.6376297449223394,32.486763201327136,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,21,gamma,-1.3252890693215384,33.35640838649053,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,22,gamma,-0.9866280838974717,34.04463198543004,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,23,gamma,-0.8319826668712693,34.17037154764107,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,24,gamma,-0.8707612728966083,33.92261007161822,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,25,gamma,-1.0957679119976191,33.723510765762,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,26,gamma,-1.3796994701278749,34.33710572737648,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,27,gamma,-1.4229100758023918,35.844992225364805,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,28,gamma,-1.2483757950942476,36.98443366512366,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,29,gamma,-1.111115736366905,37.19347221564304,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,30,gamma,-1.0868707409282194,36.53290104707827,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,31,gamma,-1.0334453099742902,35.03520346733876,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,32,gamma,-0.6473029760261113,33.63968879681879,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,33,gamma,-0.1258929199023271,33.92134119761985,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,34,gamma,0.07344359886773333,34.6510549726721,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,35,gamma,-0.06672078659200054,34.19596283836343,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,36,gamma,-0.40357283670225996,32.05338427135226,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,37,gamma,-0.6474749181622101,28.707415605177697,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,38,gamma,-0.5722065329131176,26.57477636673078,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,39,gamma,-0.41015886321461537,27.0623377425811,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,40,gamma,-0.4536616949870371,27.85056874861378,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,41,gamma,-0.5120367662724945,27.009238151122894,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,42,gamma,-0.3749896286678869,25.22955789769501,6.878125,3.775,7.69375,HN,LP,HNP
3I6EY,jbg,43,gamma,-0.16190309256159452,24.181860663547816,6.878125,3.775,7.69375,HN,LP,HNP
